17:40:09.9246: 86
17:40:08.5395: 0361049A156F00021F76B702181EBF560520BF560601082B1F76B702BF561B20BF561C083E8FF00A2EA87E767019060002FE
17:40:08.4775: E3610452EC61F66F009A86FE060006FE44A042A8D4924596DC40536D199A626F1F76520036067E767D471F769502AFE22801
17:40:08.4115: 82FE0600A928EA551F76920238540361019A026F009A060002FE4196C7FFFF90A98803564108A91800FFA6CA4296429282FE
17:40:08.3302: 0C8AD42B0A020C07A98AC4060C8A0119E41E0C8A0002F41E08020C07A98ABF56C4010A021F7693020407A98A458F00A0C4A0
17:40:08.2503: D406481E668AC4060E614806C40F0B61688AC4920952E8FF8700668A4806C40FE9FF8200688AC492095253614E30C507A98A
17:40:08.1703: AFE2020192DC08E8B072A48800E708007E760134AD5CAD8892DC8EDEA45DA6883E8F5E447E76C72DAD5CAD888EDC8ADEA45D
17:40:08.0934: C42B428A7D7637CE448AC4920C6141024207A98AC492076041024207A98ABF56C401116F448AC4920E6041024207A98AC492
17:40:08.0125: 0152D1610D52E6610F52F461F86F009A8AFE06000CFE4CA04AA84A834C8AC506D4038F568F5648A9461EF4C4E406441E42C2
17:40:07.9485: 0652E561ED6F10021F7693020607A98AC4067E765147448A03E2E4004B6F16021F7693020607A98AC4067E765147448A03E2
17:40:07.8846: 00770077007720E74100007720E752004606A91800F0A9BD160F007700770077007720E7630000E7A20000E7C300007741E7
17:40:07.8022: F26F0552D5610652DC610752E361EB6F009A86FE060006FE44A042A8D4924596DC40EDFFC800696FE4921F769502FF9020CD
17:40:07.7402: A756A61E08024407A98AA606C407A61E10024407A98AC4C26E6F0C024407A98AC4C40A0242C24407A98AC4067D76D6DCA61E
17:40:07.6735: 015203607E7664041F769E0235920A6100021F7654000E1E056F1F76B8020B2B0F2B1F76B802029203520560008F2EAE7E76
17:40:07.6095: E40604610602E40F0467159AEFFFAB0020021F7693021007A71EE492C796EFFFA100E4061F769F020A1E0AC422021F769302
17:40:07.5345: BD610252E961F76F4D920961488AD493008F504F7D7679CE019A026F009A8EFE060006FE42A890E503E24600DC40046DC492
17:40:07.4565: A6887E76522EAD5C8CDCA45C7E766A331F769F021C1E47920961428AD493008F54437D7679CE019A026F009A90FE060008FE
17:40:07.3745: 0D6CEE024607A98A5330E507C48A0309A9837D760DAC009A5B6FBF565705546FC492FF520461C492FE522E60AC280E005330
17:40:07.3105: 15CCFFFCA91A000215960E021F7693021C07A98AC4067E76442DEFFF88001F76AD011518FFFCEFFF820042830E02E5C41F76
17:40:07.2285: C72DAD5C8CDCA45C7E762733468A03E2E400306F468A1F76A0020C06E41E2A6F468A1F76A0021006E41E246F1F76A0021206
17:40:07.1485: 7E76522EAD5CAD887E8F42448EDC8ADEA45CA6887E76042CAD5C8ADCA45C7E766A331F769F020C1E776FE4061F769F02061E
17:40:07.0675: 04640102141E036F0002141E1806161E42A810060407FE0067320156180042A804061007FE007632101E18061F76B3022A1E
17:40:06.9862: C47E452B08024407A98A45CDE0FFC4921F90A8CA4596451A4000451A200008024407A98A45CDE0FFC4921F90A8CA4596451A
17:40:06.9084: 42A81C024207A98AC40613611C024207A98AC48A7E76E22A00BE005208610A024207A98AC48AE446026C01BEA692086F0A02
17:40:06.8295: 2D6F1F765400AFE2080088E600000077013BA9BF120F48FFA9934292A8384296AFE2080088E600000077AC281100A9BF120F
17:40:06.7482: 78061F768001321E3006441E780655FF44C043C14406301E762D019A66FFA98502CE03CF58FF04607806061E096F780630FF
17:40:06.6703: AD5C8EDCA4887E76B734AD5C7E8FF2438EDCA45C7E763D32005204630002EFFF4A0100021F7654000E1E7D76D59F488ABF56
17:40:06.5925: 1007A98A1F769F02C4061C0FE3FFE40008021F7693021007A98A1F769F02C4061C1E1F76B002BF560F02EFFFD5001F76B302
17:40:06.5092: A98A18D19C06C51E0002461E508AC406460F1269493042074607A71E46064407A98A1CDFC792C49601024607461E508AC406
17:40:06.4325: 30005D304607A98A13D0035694045A96AD5C5D92419699DCA45D0702468A7D76EA8F5C96005249615F8860936192417E5E5D
17:40:06.3485: AD5C5D9299DC4196A45D0702468A7D76EA8F5C9600525E615F8860936192417E5E5D429743962FFF0010468A7D767190FF9A
17:40:06.2853: 6402D507A98A1002C407A98AC406521E488A5283C40EC50F1160468303566402D507A98A1602C407A98AC4064C1EBF565F02
17:40:06.2055: 4AA63D00028F08FE481E46A83002AC1E445648004607A98A3DD09428FFFF445648004607A98A12D0BF569485445648004607
17:40:06.1415: 00AD00000000FFFF01AD00000100FFFF02AD00000000FEFF04AD000000000000FEFF06AD000000000000F5FF20AD00000000
17:40:06.0935: 0100000000A00000000007000200000064A00000000007000200000050A00000000007000200000052A00000000007000200
17:40:06.0155: 63093E00EF37FFFF00A000000400FFFF01A000000000FFFF02A000000000FFFF03A000000000FFFF04A000000000FFFF05A0
17:40:05.9572: 06003D000080FA4E0000FB899601A5303E0026003E007048AD2850001F5616561A5640291F760000022969FF7E76DF32CF56
17:39:58.7702: 41AA08000000000000000000000000000000003E00A530
17:39:57.1333: 495D4100000100000050F8
17:39:56.5816: 495D3E401051C0
